claude_file	source_loc	extension	feature_id	target_simple_file	target_min_loc	target_capsule	implementation_action	primary_tests	done_gate
components/agents/AgentsMenu.tsx	799	tsx	components/AgentsMenu	src/app/llm_caret/claude_full/components/agents/AgentsMenu.spl	799	llm_caret.claude_full.components/AgentsMenu	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/AgentsMenu_spec.spl	target LOC >= 799; behavior parity assertions; symbol rows implemented
components/agents/ColorPicker.tsx	111	tsx	components/ColorPicker	src/app/llm_caret/claude_full/components/agents/ColorPicker.spl	111	llm_caret.claude_full.components/ColorPicker	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/ColorPicker_spec.spl	target LOC >= 111; behavior parity assertions; symbol rows implemented
components/agents/generateAgent.ts	197	ts	components/generateAgent	src/app/llm_caret/claude_full/components/agents/generateAgent.spl	197	llm_caret.claude_full.components/generateAgent	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/generateAgent_spec.spl	target LOC >= 197; behavior parity assertions; symbol rows implemented
components/agents/ModelSelector.tsx	67	tsx	components/ModelSelector	src/app/llm_caret/claude_full/components/agents/ModelSelector.spl	67	llm_caret.claude_full.components/ModelSelector	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/ModelSelector_spec.spl	target LOC >= 67; behavior parity assertions; symbol rows implemented
components/agents/new-agent-creation/CreateAgentWizard.tsx	96	tsx	components/CreateAgentWizard	src/app/llm_caret/claude_full/components/agents/new-agent-creation/CreateAgentWizard.spl	96	llm_caret.claude_full.components/CreateAgentWizard	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/new-agent-creation/CreateAgentWizard_spec.spl	target LOC >= 96; behavior parity assertions; symbol rows implemented
components/agents/new-agent-creation/wizard-steps/ColorStep.tsx	83	tsx	components/ColorStep	src/app/llm_caret/claude_full/components/agents/new-agent-creation/wizard-steps/ColorStep.spl	83	llm_caret.claude_full.components/ColorStep	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/new-agent-creation/wizard-steps/ColorStep_spec.spl	target LOC >= 83; behavior parity assertions; symbol rows implemented
components/agents/new-agent-creation/wizard-steps/ConfirmStep.tsx	377	tsx	components/ConfirmStep	src/app/llm_caret/claude_full/components/agents/new-agent-creation/wizard-steps/ConfirmStep.spl	377	llm_caret.claude_full.components/ConfirmStep	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/new-agent-creation/wizard-steps/ConfirmStep_spec.spl	target LOC >= 377; behavior parity assertions; symbol rows implemented
components/agents/new-agent-creation/wizard-steps/ConfirmStepWrapper.tsx	73	tsx	components/ConfirmStepWrapper	src/app/llm_caret/claude_full/components/agents/new-agent-creation/wizard-steps/ConfirmStepWrapper.spl	73	llm_caret.claude_full.components/ConfirmStepWrapper	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/new-agent-creation/wizard-steps/ConfirmStepWrapper_spec.spl	target LOC >= 73; behavior parity assertions; symbol rows implemented
components/agents/new-agent-creation/wizard-steps/DescriptionStep.tsx	122	tsx	components/DescriptionStep	src/app/llm_caret/claude_full/components/agents/new-agent-creation/wizard-steps/DescriptionStep.spl	122	llm_caret.claude_full.components/DescriptionStep	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/new-agent-creation/wizard-steps/DescriptionStep_spec.spl	target LOC >= 122; behavior parity assertions; symbol rows implemented
components/agents/new-agent-creation/wizard-steps/GenerateStep.tsx	142	tsx	components/GenerateStep	src/app/llm_caret/claude_full/components/agents/new-agent-creation/wizard-steps/GenerateStep.spl	142	llm_caret.claude_full.components/GenerateStep	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/new-agent-creation/wizard-steps/GenerateStep_spec.spl	target LOC >= 142; behavior parity assertions; symbol rows implemented
components/agents/new-agent-creation/wizard-steps/LocationStep.tsx	79	tsx	components/LocationStep	src/app/llm_caret/claude_full/components/agents/new-agent-creation/wizard-steps/LocationStep.spl	79	llm_caret.claude_full.components/LocationStep	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/new-agent-creation/wizard-steps/LocationStep_spec.spl	target LOC >= 79; behavior parity assertions; symbol rows implemented
components/agents/new-agent-creation/wizard-steps/MemoryStep.tsx	112	tsx	components/MemoryStep	src/app/llm_caret/claude_full/components/agents/new-agent-creation/wizard-steps/MemoryStep.spl	112	llm_caret.claude_full.components/MemoryStep	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/new-agent-creation/wizard-steps/MemoryStep_spec.spl	target LOC >= 112; behavior parity assertions; symbol rows implemented
components/agents/new-agent-creation/wizard-steps/MethodStep.tsx	79	tsx	components/MethodStep	src/app/llm_caret/claude_full/components/agents/new-agent-creation/wizard-steps/MethodStep.spl	79	llm_caret.claude_full.components/MethodStep	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/new-agent-creation/wizard-steps/MethodStep_spec.spl	target LOC >= 79; behavior parity assertions; symbol rows implemented
components/agents/new-agent-creation/wizard-steps/ModelStep.tsx	51	tsx	components/ModelStep	src/app/llm_caret/claude_full/components/agents/new-agent-creation/wizard-steps/ModelStep.spl	51	llm_caret.claude_full.components/ModelStep	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/new-agent-creation/wizard-steps/ModelStep_spec.spl	target LOC >= 51; behavior parity assertions; symbol rows implemented
components/agents/new-agent-creation/wizard-steps/PromptStep.tsx	127	tsx	components/PromptStep	src/app/llm_caret/claude_full/components/agents/new-agent-creation/wizard-steps/PromptStep.spl	127	llm_caret.claude_full.components/PromptStep	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/new-agent-creation/wizard-steps/PromptStep_spec.spl	target LOC >= 127; behavior parity assertions; symbol rows implemented
components/agents/new-agent-creation/wizard-steps/ToolsStep.tsx	60	tsx	components/ToolsStep	src/app/llm_caret/claude_full/components/agents/new-agent-creation/wizard-steps/ToolsStep.spl	60	llm_caret.claude_full.components/ToolsStep	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/new-agent-creation/wizard-steps/ToolsStep_spec.spl	target LOC >= 60; behavior parity assertions; symbol rows implemented
components/agents/new-agent-creation/wizard-steps/TypeStep.tsx	102	tsx	components/TypeStep	src/app/llm_caret/claude_full/components/agents/new-agent-creation/wizard-steps/TypeStep.spl	102	llm_caret.claude_full.components/TypeStep	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/new-agent-creation/wizard-steps/TypeStep_spec.spl	target LOC >= 102; behavior parity assertions; symbol rows implemented
components/agents/ToolSelector.tsx	561	tsx	components/ToolSelector	src/app/llm_caret/claude_full/components/agents/ToolSelector.spl	561	llm_caret.claude_full.components/ToolSelector	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/ToolSelector_spec.spl	target LOC >= 561; behavior parity assertions; symbol rows implemented
components/agents/types.ts	27	ts	components/types	src/app/llm_caret/claude_full/components/agents/types.spl	27	llm_caret.claude_full.components/types	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/types_spec.spl	target LOC >= 27; behavior parity assertions; symbol rows implemented
components/agents/utils.ts	18	ts	components/utils	src/app/llm_caret/claude_full/components/agents/utils.spl	18	llm_caret.claude_full.components/utils	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/utils_spec.spl	target LOC >= 18; behavior parity assertions; symbol rows implemented
components/agents/validateAgent.ts	109	ts	components/validateAgent	src/app/llm_caret/claude_full/components/agents/validateAgent.spl	109	llm_caret.claude_full.components/validateAgent	port-full-behavior	test/03_system/tools/llm/claude_full/components/agents/validateAgent_spec.spl	target LOC >= 109; behavior parity assertions; symbol rows implemented
components/ApproveApiKey.tsx	122	tsx	components/ApproveApiKey	src/app/llm_caret/claude_full/components/ApproveApiKey.spl	122	llm_caret.claude_full.components/ApproveApiKey	port-full-behavior	test/03_system/tools/llm/claude_full/components/ApproveApiKey_spec.spl	target LOC >= 122; behavior parity assertions; symbol rows implemented
components/App.tsx	55	tsx	components/App	src/app/llm_caret/claude_full/components/App.spl	55	llm_caret.claude_full.components/App	port-full-behavior	test/03_system/tools/llm/claude_full/components/App_spec.spl	target LOC >= 55; behavior parity assertions; symbol rows implemented
components/AutoModeOptInDialog.tsx	141	tsx	components/AutoModeOptInDialog	src/app/llm_caret/claude_full/components/AutoModeOptInDialog.spl	141	llm_caret.claude_full.components/AutoModeOptInDialog	port-full-behavior	test/03_system/tools/llm/claude_full/components/AutoModeOptInDialog_spec.spl	target LOC >= 141; behavior parity assertions; symbol rows implemented
components/AutoUpdater.tsx	197	tsx	components/AutoUpdater	src/app/llm_caret/claude_full/components/AutoUpdater.spl	197	llm_caret.claude_full.components/AutoUpdater	port-full-behavior	test/03_system/tools/llm/claude_full/components/AutoUpdater_spec.spl	target LOC >= 197; behavior parity assertions; symbol rows implemented
components/AutoUpdaterWrapper.tsx	90	tsx	components/AutoUpdaterWrapper	src/app/llm_caret/claude_full/components/AutoUpdaterWrapper.spl	90	llm_caret.claude_full.components/AutoUpdaterWrapper	port-full-behavior	test/03_system/tools/llm/claude_full/components/AutoUpdaterWrapper_spec.spl	target LOC >= 90; behavior parity assertions; symbol rows implemented
components/AwsAuthStatusBox.tsx	81	tsx	components/AwsAuthStatusBox	src/app/llm_caret/claude_full/components/AwsAuthStatusBox.spl	81	llm_caret.claude_full.components/AwsAuthStatusBox	port-full-behavior	test/03_system/tools/llm/claude_full/components/AwsAuthStatusBox_spec.spl	target LOC >= 81; behavior parity assertions; symbol rows implemented
components/BaseTextInput.tsx	135	tsx	components/BaseTextInput	src/app/llm_caret/claude_full/components/BaseTextInput.spl	135	llm_caret.claude_full.components/BaseTextInput	port-full-behavior	test/03_system/tools/llm/claude_full/components/BaseTextInput_spec.spl	target LOC >= 135; behavior parity assertions; symbol rows implemented
components/BashModeProgress.tsx	55	tsx	components/BashModeProgress	src/app/llm_caret/claude_full/components/BashModeProgress.spl	55	llm_caret.claude_full.components/BashModeProgress	port-full-behavior	test/03_system/tools/llm/claude_full/components/BashModeProgress_spec.spl	target LOC >= 55; behavior parity assertions; symbol rows implemented
components/BridgeDialog.tsx	400	tsx	components/BridgeDialog	src/app/llm_caret/claude_full/components/BridgeDialog.spl	400	llm_caret.claude_full.components/BridgeDialog	port-full-behavior	test/03_system/tools/llm/claude_full/components/BridgeDialog_spec.spl	target LOC >= 400; behavior parity assertions; symbol rows implemented
components/BypassPermissionsModeDialog.tsx	86	tsx	components/BypassPermissionsModeDialog	src/app/llm_caret/claude_full/components/BypassPermissionsModeDialog.spl	86	llm_caret.claude_full.components/BypassPermissionsModeDialog	port-full-behavior	test/03_system/tools/llm/claude_full/components/BypassPermissionsModeDialog_spec.spl	target LOC >= 86; behavior parity assertions; symbol rows implemented
components/ChannelDowngradeDialog.tsx	101	tsx	components/ChannelDowngradeDialog	src/app/llm_caret/claude_full/components/ChannelDowngradeDialog.spl	101	llm_caret.claude_full.components/ChannelDowngradeDialog	port-full-behavior	test/03_system/tools/llm/claude_full/components/ChannelDowngradeDialog_spec.spl	target LOC >= 101; behavior parity assertions; symbol rows implemented
components/ClaudeCodeHint/PluginHintMenu.tsx	77	tsx	components/PluginHintMenu	src/app/llm_caret/claude_full/components/ClaudeCodeHint/PluginHintMenu.spl	77	llm_caret.claude_full.components/PluginHintMenu	port-full-behavior	test/03_system/tools/llm/claude_full/components/ClaudeCodeHint/PluginHintMenu_spec.spl	target LOC >= 77; behavior parity assertions; symbol rows implemented
components/ClaudeInChromeOnboarding.tsx	120	tsx	components/ClaudeInChromeOnboarding	src/app/llm_caret/claude_full/components/ClaudeInChromeOnboarding.spl	120	llm_caret.claude_full.components/ClaudeInChromeOnboarding	port-full-behavior	test/03_system/tools/llm/claude_full/components/ClaudeInChromeOnboarding_spec.spl	target LOC >= 120; behavior parity assertions; symbol rows implemented
components/ClaudeMdExternalIncludesDialog.tsx	136	tsx	components/ClaudeMdExternalIncludesDialog	src/app/llm_caret/claude_full/components/ClaudeMdExternalIncludesDialog.spl	136	llm_caret.claude_full.components/ClaudeMdExternalIncludesDialog	port-full-behavior	test/03_system/tools/llm/claude_full/components/ClaudeMdExternalIncludesDialog_spec.spl	target LOC >= 136; behavior parity assertions; symbol rows implemented
components/ClickableImageRef.tsx	72	tsx	components/ClickableImageRef	src/app/llm_caret/claude_full/components/ClickableImageRef.spl	72	llm_caret.claude_full.components/ClickableImageRef	port-full-behavior	test/03_system/tools/llm/claude_full/components/ClickableImageRef_spec.spl	target LOC >= 72; behavior parity assertions; symbol rows implemented
components/CompactSummary.tsx	117	tsx	components/CompactSummary	src/app/llm_caret/claude_full/components/CompactSummary.spl	117	llm_caret.claude_full.components/CompactSummary	port-full-behavior	test/03_system/tools/llm/claude_full/components/CompactSummary_spec.spl	target LOC >= 117; behavior parity assertions; symbol rows implemented
components/ConfigurableShortcutHint.tsx	56	tsx	components/ConfigurableShortcutHint	src/app/llm_caret/claude_full/components/ConfigurableShortcutHint.spl	56	llm_caret.claude_full.components/ConfigurableShortcutHint	port-full-behavior	test/03_system/tools/llm/claude_full/components/ConfigurableShortcutHint_spec.spl	target LOC >= 56; behavior parity assertions; symbol rows implemented
components/ConsoleOAuthFlow.tsx	630	tsx	components/ConsoleOAuthFlow	src/app/llm_caret/claude_full/components/ConsoleOAuthFlow.spl	630	llm_caret.claude_full.components/ConsoleOAuthFlow	port-full-behavior	test/03_system/tools/llm/claude_full/components/ConsoleOAuthFlow_spec.spl	target LOC >= 630; behavior parity assertions; symbol rows implemented
components/ContextSuggestions.tsx	46	tsx	components/ContextSuggestions	src/app/llm_caret/claude_full/components/ContextSuggestions.spl	46	llm_caret.claude_full.components/ContextSuggestions	port-full-behavior	test/03_system/tools/llm/claude_full/components/ContextSuggestions_spec.spl	target LOC >= 46; behavior parity assertions; symbol rows implemented
components/ContextVisualization.tsx	488	tsx	components/ContextVisualization	src/app/llm_caret/claude_full/components/ContextVisualization.spl	488	llm_caret.claude_full.components/ContextVisualization	port-full-behavior	test/03_system/tools/llm/claude_full/components/ContextVisualization_spec.spl	target LOC >= 488; behavior parity assertions; symbol rows implemented
components/CoordinatorAgentStatus.tsx	272	tsx	components/CoordinatorAgentStatus	src/app/llm_caret/claude_full/components/CoordinatorAgentStatus.spl	272	llm_caret.claude_full.components/CoordinatorAgentStatus	port-full-behavior	test/03_system/tools/llm/claude_full/components/CoordinatorAgentStatus_spec.spl	target LOC >= 272; behavior parity assertions; symbol rows implemented
components/CostThresholdDialog.tsx	49	tsx	components/CostThresholdDialog	src/app/llm_caret/claude_full/components/CostThresholdDialog.spl	49	llm_caret.claude_full.components/CostThresholdDialog	port-full-behavior	test/03_system/tools/llm/claude_full/components/CostThresholdDialog_spec.spl	target LOC >= 49; behavior parity assertions; symbol rows implemented
components/CtrlOToExpand.tsx	50	tsx	components/CtrlOToExpand	src/app/llm_caret/claude_full/components/CtrlOToExpand.spl	50	llm_caret.claude_full.components/CtrlOToExpand	port-full-behavior	test/03_system/tools/llm/claude_full/components/CtrlOToExpand_spec.spl	target LOC >= 50; behavior parity assertions; symbol rows implemented
components/CustomSelect/index.ts	3	ts	components/index	src/app/llm_caret/claude_full/components/CustomSelect/index.spl	3	llm_caret.claude_full.components/index	port-full-behavior	test/03_system/tools/llm/claude_full/components/CustomSelect/index_spec.spl	target LOC >= 3; behavior parity assertions; symbol rows implemented
components/CustomSelect/option-map.ts	50	ts	components/option-map	src/app/llm_caret/claude_full/components/CustomSelect/option-map.spl	50	llm_caret.claude_full.components/option-map	port-full-behavior	test/03_system/tools/llm/claude_full/components/CustomSelect/option-map_spec.spl	target LOC >= 50; behavior parity assertions; symbol rows implemented
components/CustomSelect/select-input-option.tsx	487	tsx	components/select-input-option	src/app/llm_caret/claude_full/components/CustomSelect/select-input-option.spl	487	llm_caret.claude_full.components/select-input-option	port-full-behavior	test/03_system/tools/llm/claude_full/components/CustomSelect/select-input-option_spec.spl	target LOC >= 487; behavior parity assertions; symbol rows implemented
components/CustomSelect/SelectMulti.tsx	212	tsx	components/SelectMulti	src/app/llm_caret/claude_full/components/CustomSelect/SelectMulti.spl	212	llm_caret.claude_full.components/SelectMulti	port-full-behavior	test/03_system/tools/llm/claude_full/components/CustomSelect/SelectMulti_spec.spl	target LOC >= 212; behavior parity assertions; symbol rows implemented
components/CustomSelect/select-option.tsx	67	tsx	components/select-option	src/app/llm_caret/claude_full/components/CustomSelect/select-option.spl	67	llm_caret.claude_full.components/select-option	port-full-behavior	test/03_system/tools/llm/claude_full/components/CustomSelect/select-option_spec.spl	target LOC >= 67; behavior parity assertions; symbol rows implemented
components/CustomSelect/select.tsx	689	tsx	components/select	src/app/llm_caret/claude_full/components/CustomSelect/select.spl	689	llm_caret.claude_full.components/select	port-full-behavior	test/03_system/tools/llm/claude_full/components/CustomSelect/select_spec.spl	target LOC >= 689; behavior parity assertions; symbol rows implemented
components/CustomSelect/use-multi-select-state.ts	414	ts	components/use-multi-select-state	src/app/llm_caret/claude_full/components/CustomSelect/use-multi-select-state.spl	414	llm_caret.claude_full.components/use-multi-select-state	port-full-behavior	test/03_system/tools/llm/claude_full/components/CustomSelect/use-multi-select-state_spec.spl	target LOC >= 414; behavior parity assertions; symbol rows implemented
components/CustomSelect/use-select-input.ts	287	ts	components/use-select-input	src/app/llm_caret/claude_full/components/CustomSelect/use-select-input.spl	287	llm_caret.claude_full.components/use-select-input	port-full-behavior	test/03_system/tools/llm/claude_full/components/CustomSelect/use-select-input_spec.spl	target LOC >= 287; behavior parity assertions; symbol rows implemented
components/CustomSelect/use-select-navigation.ts	653	ts	components/use-select-navigation	src/app/llm_caret/claude_full/components/CustomSelect/use-select-navigation.spl	653	llm_caret.claude_full.components/use-select-navigation	port-full-behavior	test/03_system/tools/llm/claude_full/components/CustomSelect/use-select-navigation_spec.spl	target LOC >= 653; behavior parity assertions; symbol rows implemented
components/CustomSelect/use-select-state.ts	157	ts	components/use-select-state	src/app/llm_caret/claude_full/components/CustomSelect/use-select-state.spl	157	llm_caret.claude_full.components/use-select-state	port-full-behavior	test/03_system/tools/llm/claude_full/components/CustomSelect/use-select-state_spec.spl	target LOC >= 157; behavior parity assertions; symbol rows implemented
components/design-system/Byline.tsx	76	tsx	components/Byline	src/app/llm_caret/claude_full/components/design-system/Byline.spl	76	llm_caret.claude_full.components/Byline	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/Byline_spec.spl	target LOC >= 76; behavior parity assertions; symbol rows implemented
components/design-system/color.ts	30	ts	components/color	src/app/llm_caret/claude_full/components/design-system/color.spl	30	llm_caret.claude_full.components/color	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/color_spec.spl	target LOC >= 30; behavior parity assertions; symbol rows implemented
components/design-system/Dialog.tsx	137	tsx	components/Dialog	src/app/llm_caret/claude_full/components/design-system/Dialog.spl	137	llm_caret.claude_full.components/Dialog	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/Dialog_spec.spl	target LOC >= 137; behavior parity assertions; symbol rows implemented
components/design-system/Divider.tsx	148	tsx	components/Divider	src/app/llm_caret/claude_full/components/design-system/Divider.spl	148	llm_caret.claude_full.components/Divider	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/Divider_spec.spl	target LOC >= 148; behavior parity assertions; symbol rows implemented
components/design-system/FuzzyPicker.tsx	311	tsx	components/FuzzyPicker	src/app/llm_caret/claude_full/components/design-system/FuzzyPicker.spl	311	llm_caret.claude_full.components/FuzzyPicker	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/FuzzyPicker_spec.spl	target LOC >= 311; behavior parity assertions; symbol rows implemented
components/design-system/KeyboardShortcutHint.tsx	80	tsx	components/KeyboardShortcutHint	src/app/llm_caret/claude_full/components/design-system/KeyboardShortcutHint.spl	80	llm_caret.claude_full.components/KeyboardShortcutHint	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/KeyboardShortcutHint_spec.spl	target LOC >= 80; behavior parity assertions; symbol rows implemented
components/design-system/ListItem.tsx	243	tsx	components/ListItem	src/app/llm_caret/claude_full/components/design-system/ListItem.spl	243	llm_caret.claude_full.components/ListItem	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/ListItem_spec.spl	target LOC >= 243; behavior parity assertions; symbol rows implemented
components/design-system/LoadingState.tsx	93	tsx	components/LoadingState	src/app/llm_caret/claude_full/components/design-system/LoadingState.spl	93	llm_caret.claude_full.components/LoadingState	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/LoadingState_spec.spl	target LOC >= 93; behavior parity assertions; symbol rows implemented
components/design-system/Pane.tsx	76	tsx	components/Pane	src/app/llm_caret/claude_full/components/design-system/Pane.spl	76	llm_caret.claude_full.components/Pane	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/Pane_spec.spl	target LOC >= 76; behavior parity assertions; symbol rows implemented
components/design-system/ProgressBar.tsx	85	tsx	components/ProgressBar	src/app/llm_caret/claude_full/components/design-system/ProgressBar.spl	85	llm_caret.claude_full.components/ProgressBar	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/ProgressBar_spec.spl	target LOC >= 85; behavior parity assertions; symbol rows implemented
components/design-system/Ratchet.tsx	79	tsx	components/Ratchet	src/app/llm_caret/claude_full/components/design-system/Ratchet.spl	79	llm_caret.claude_full.components/Ratchet	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/Ratchet_spec.spl	target LOC >= 79; behavior parity assertions; symbol rows implemented
components/design-system/StatusIcon.tsx	94	tsx	components/StatusIcon	src/app/llm_caret/claude_full/components/design-system/StatusIcon.spl	94	llm_caret.claude_full.components/StatusIcon	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/StatusIcon_spec.spl	target LOC >= 94; behavior parity assertions; symbol rows implemented
components/design-system/Tabs.tsx	339	tsx	components/Tabs	src/app/llm_caret/claude_full/components/design-system/Tabs.spl	339	llm_caret.claude_full.components/Tabs	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/Tabs_spec.spl	target LOC >= 339; behavior parity assertions; symbol rows implemented
components/design-system/ThemedBox.tsx	155	tsx	components/ThemedBox	src/app/llm_caret/claude_full/components/design-system/ThemedBox.spl	155	llm_caret.claude_full.components/ThemedBox	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/ThemedBox_spec.spl	target LOC >= 155; behavior parity assertions; symbol rows implemented
components/design-system/ThemedText.tsx	123	tsx	components/ThemedText	src/app/llm_caret/claude_full/components/design-system/ThemedText.spl	123	llm_caret.claude_full.components/ThemedText	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/ThemedText_spec.spl	target LOC >= 123; behavior parity assertions; symbol rows implemented
components/design-system/ThemeProvider.tsx	169	tsx	components/ThemeProvider	src/app/llm_caret/claude_full/components/design-system/ThemeProvider.spl	169	llm_caret.claude_full.components/ThemeProvider	port-full-behavior	test/03_system/tools/llm/claude_full/components/design-system/ThemeProvider_spec.spl	target LOC >= 169; behavior parity assertions; symbol rows implemented
components/DesktopHandoff.tsx	192	tsx	components/DesktopHandoff	src/app/llm_caret/claude_full/components/DesktopHandoff.spl	192	llm_caret.claude_full.components/DesktopHandoff	port-full-behavior	test/03_system/tools/llm/claude_full/components/DesktopHandoff_spec.spl	target LOC >= 192; behavior parity assertions; symbol rows implemented
components/DesktopUpsell/DesktopUpsellStartup.tsx	170	tsx	components/DesktopUpsellStartup	src/app/llm_caret/claude_full/components/DesktopUpsell/DesktopUpsellStartup.spl	170	llm_caret.claude_full.components/DesktopUpsellStartup	port-full-behavior	test/03_system/tools/llm/claude_full/components/DesktopUpsell/DesktopUpsellStartup_spec.spl	target LOC >= 170; behavior parity assertions; symbol rows implemented
components/DevBar.tsx	48	tsx	components/DevBar	src/app/llm_caret/claude_full/components/DevBar.spl	48	llm_caret.claude_full.components/DevBar	port-full-behavior	test/03_system/tools/llm/claude_full/components/DevBar_spec.spl	target LOC >= 48; behavior parity assertions; symbol rows implemented
components/DevChannelsDialog.tsx	104	tsx	components/DevChannelsDialog	src/app/llm_caret/claude_full/components/DevChannelsDialog.spl	104	llm_caret.claude_full.components/DevChannelsDialog	port-full-behavior	test/03_system/tools/llm/claude_full/components/DevChannelsDialog_spec.spl	target LOC >= 104; behavior parity assertions; symbol rows implemented
components/DiagnosticsDisplay.tsx	94	tsx	components/DiagnosticsDisplay	src/app/llm_caret/claude_full/components/DiagnosticsDisplay.spl	94	llm_caret.claude_full.components/DiagnosticsDisplay	port-full-behavior	test/03_system/tools/llm/claude_full/components/DiagnosticsDisplay_spec.spl	target LOC >= 94; behavior parity assertions; symbol rows implemented
components/diff/DiffDetailView.tsx	280	tsx	components/DiffDetailView	src/app/llm_caret/claude_full/components/diff/DiffDetailView.spl	280	llm_caret.claude_full.components/DiffDetailView	port-full-behavior	test/03_system/tools/llm/claude_full/components/diff/DiffDetailView_spec.spl	target LOC >= 280; behavior parity assertions; symbol rows implemented
components/diff/DiffDialog.tsx	382	tsx	components/DiffDialog	src/app/llm_caret/claude_full/components/diff/DiffDialog.spl	382	llm_caret.claude_full.components/DiffDialog	port-full-behavior	test/03_system/tools/llm/claude_full/components/diff/DiffDialog_spec.spl	target LOC >= 382; behavior parity assertions; symbol rows implemented
components/diff/DiffFileList.tsx	291	tsx	components/DiffFileList	src/app/llm_caret/claude_full/components/diff/DiffFileList.spl	291	llm_caret.claude_full.components/DiffFileList	port-full-behavior	test/03_system/tools/llm/claude_full/components/diff/DiffFileList_spec.spl	target LOC >= 291; behavior parity assertions; symbol rows implemented
components/EffortCallout.tsx	264	tsx	components/EffortCallout	src/app/llm_caret/claude_full/components/EffortCallout.spl	264	llm_caret.claude_full.components/EffortCallout	port-full-behavior	test/03_system/tools/llm/claude_full/components/EffortCallout_spec.spl	target LOC >= 264; behavior parity assertions; symbol rows implemented
components/EffortIndicator.ts	42	ts	components/EffortIndicator	src/app/llm_caret/claude_full/components/EffortIndicator.spl	42	llm_caret.claude_full.components/EffortIndicator	port-full-behavior	test/03_system/tools/llm/claude_full/components/EffortIndicator_spec.spl	target LOC >= 42; behavior parity assertions; symbol rows implemented
components/ExitFlow.tsx	47	tsx	components/ExitFlow	src/app/llm_caret/claude_full/components/ExitFlow.spl	47	llm_caret.claude_full.components/ExitFlow	port-full-behavior	test/03_system/tools/llm/claude_full/components/ExitFlow_spec.spl	target LOC >= 47; behavior parity assertions; symbol rows implemented
components/ExportDialog.tsx	127	tsx	components/ExportDialog	src/app/llm_caret/claude_full/components/ExportDialog.spl	127	llm_caret.claude_full.components/ExportDialog	port-full-behavior	test/03_system/tools/llm/claude_full/components/ExportDialog_spec.spl	target LOC >= 127; behavior parity assertions; symbol rows implemented
components/FallbackToolUseErrorMessage.tsx	115	tsx	components/FallbackToolUseErrorMessage	src/app/llm_caret/claude_full/components/FallbackToolUseErrorMessage.spl	115	llm_caret.claude_full.components/FallbackToolUseErrorMessage	port-full-behavior	test/03_system/tools/llm/claude_full/components/FallbackToolUseErrorMessage_spec.spl	target LOC >= 115; behavior parity assertions; symbol rows implemented
components/FallbackToolUseRejectedMessage.tsx	15	tsx	components/FallbackToolUseRejectedMessage	src/app/llm_caret/claude_full/components/FallbackToolUseRejectedMessage.spl	15	llm_caret.claude_full.components/FallbackToolUseRejectedMessage	port-full-behavior	test/03_system/tools/llm/claude_full/components/FallbackToolUseRejectedMessage_spec.spl	target LOC >= 15; behavior parity assertions; symbol rows implemented
components/FastIcon.tsx	45	tsx	components/FastIcon	src/app/llm_caret/claude_full/components/FastIcon.spl	45	llm_caret.claude_full.components/FastIcon	port-full-behavior	test/03_system/tools/llm/claude_full/components/FastIcon_spec.spl	target LOC >= 45; behavior parity assertions; symbol rows implemented
